  -8.0000000000,  -5.0000000000,  -0.0173890699,  -0.0214746776,  -0.0385542493,  -0.3781815195
  -8.0000000000,  -4.9000000000,  -0.0166285266,  -0.0204364898,  -0.0364344449,  -0.3664011256
  -8.0000000000,  -4.8000000000,  -0.0158475630,  -0.0193761152,  -0.0342891497,  -0.3528283720
  -8.0000000000,  -4.7000000000,  -0.0150450592,  -0.0182924308,  -0.0321188105,  -0.3374085282
  -8.0000000000,  -4.6000000000,  -0.0142198870,  -0.0171843245,  -0.0299241474,  -0.3201291964
  -8.0000000000,  -4.5000000000,  -0.0133709456,  -0.0160507404,  -0.0277062729,  -0.3010321390
  -8.0000000000,  -4.4000000000,  -0.0124972152,  -0.0148907475,  -0.0254668530,  -0.2802246628
  -8.0000000000,  -4.3000000000,  -0.0115978342,  -0.0137036369,  -0.0232083211,  -0.2578890783
  -8.0000000000,  -4.2000000000,  -0.0106722065,  -0.0124890584,  -0.0209341547,  -0.2342884319
  -8.0000000000,  -4.1000000000,  -0.0097201485,  -0.0112472076,  -0.0186492245,  -0.2097666223
  -8.0000000000,  -4.0000000000,  -0.0087420826,  -0.0099790737,  -0.0163602199,  -0.1847412918
  -8.0000000000,  -3.9000000000,  -0.0077392785,  -0.0086867547,  -0.0140761337,  -0.1596883772
  -8.0000000000,  -3.8000000000,  -0.0067141436,  -0.0073738422,  -0.0118087711,  -0.1351177781
  -8.0000000000,  -3.7000000000,  -0.0056714178,  -0.0060465901,  -0.0095744577,  -0.1115649039
  -8.0000000000,  -3.6000000000,  -0.0046095877,  -0.0047070003,  -0.0073825386,  -0.0893640369
  -8.0000000000,  -3.5000000000,  -0.0035786572,  -0.0034004866,  -0.0053085515,  -0.0696934421
  -8.0000000000,  -3.4000000000,  -0.0026995144,  -0.0022333367,  -0.0035315246,  -0.0555621152
  -8.0000000000,  -3.3000000000,  -0.0029824876,  -0.0020288409,  -0.0032830661,  -0.0637699829
  -8.0000000000,  -3.2000000000,  -0.0035019184,  -0.0020281331,  -0.0033611829,  -0.0752375945
  -8.0000000000,  -3.1000000000,  -0.0040196392,  -0.0020344225,  -0.0034446516,  -0.0846957297
  -8.0000000000,  -3.0000000000,  -0.0045162380,  -0.0020347231,  -0.0035165383,  -0.0921262626
  -8.0000000000,  -2.9000000000,  -0.0049952441,  -0.0020331863,  -0.0035820070,  -0.0977372631
  -8.0000000000,  -2.8000000000,  -0.0054528339,  -0.0020280127,  -0.0036381378,  -0.1016596805
  -8.0000000000,  -2.7000000000,  -0.0058882052,  -0.0020193202,  -0.0036849106,  -0.1040736541
  -8.0000000000,  -2.6000000000,  -0.0063016742,  -0.0020074230,  -0.0037227575,  -0.1051724989
  -8.0000000000,  -2.5000000000,  -0.0066953052,  -0.0019932403,  -0.0037531420,  -0.1051642571
  -8.0000000000,  -2.4000000000,  -0.0070725753,  -0.0019781471,  -0.0037782771,  -0.1042598602
  -8.0000000000,  -2.3000000000,  -0.0074376359,  -0.0019636563,  -0.0038005943,  -0.1026585859
  -8.0000000000,  -2.2000000000,  -0.0077942035,  -0.0019509269,  -0.0038219913,  -0.1005326239
  -8.0000000000,  -2.1000000000,  -0.0081449625,  -0.0019405789,  -0.0038435448,  -0.0980215695
  -8.0000000000,  -2.0000000000,  -0.0084915836,  -0.0019327677,  -0.0038656115,  -0.0952347117
  -8.0000000000,  -1.9000000000,  -0.0088348802,  -0.0019273288,  -0.0038880450,  -0.0922564434
