-8.00000000000000000E+00,-5.00000000000000000E+00,-2.34793308686891376E-02,-3.03979559288849628E-02,-1.52368459490398012E-01,-4.09260416182707087E-02
-8.00000000000000000E+00,-4.90000000000000036E+00,-2.27646175495369134E-02,-2.96060978128876544E-02,-1.46590840078934553E-01,-3.93931252290157727E-02
-8.00000000000000000E+00,-4.79999999999999982E+00,-2.20445427071302193E-02,-2.88050546512889534E-02,-1.40659221192177858E-01,-3.78592871018197594E-02
-8.00000000000000000E+00,-4.70000000000000018E+00,-2.13197102608320109E-02,-2.79954489136975959E-02,-1.34597049022085996E-01,-3.63265059549040883E-02
-8.00000000000000000E+00,-4.59999999999999964E+00,-2.05908839353026313E-02,-2.71781086968029516E-02,-1.28430812389480592E-01,-3.47970561704047665E-02
-8.00000000000000000E+00,-4.50000000000000000E+00,-1.98590146046627100E-02,-2.63541060831358337E-02,-1.22189937905810328E-01,-3.32735453988927607E-02
-8.00000000000000000E+00,-4.40000000000000036E+00,-1.91252700904343959E-02,-2.55247997676857526E-02,-1.15906599740771402E-01,-3.17589526343723741E-02
-8.00000000000000000E+00,-4.29999999999999982E+00,-1.83910667404052035E-02,-2.46918813736315378E-02,-1.09615433144912552E-01,-3.02566647518542203E-02
-8.00000000000000000E+00,-4.20000000000000018E+00,-1.76581016523757427E-02,-2.38574243237015919E-02,-1.03353142272396961E-01,-2.87705086995423583E-02
-8.00000000000000000E+00,-4.09999999999999964E+00,-1.69283838082259254E-02,-2.30239333897357019E-02,-9.71579953895968657E-02,-2.73047756170018315E-02
-8.00000000000000000E+00,-4.00000000000000000E+00,-1.62042616453721700E-02,-2.21943920845082653E-02,-9.10692045027573505E-02,-2.58642321573632518E-02
-8.00000000000000000E+00,-3.89999999999999991E+00,-1.54884437257805704E-02,-2.13723038759325613E-02,-8.51261919509863629E-02,-2.44541133128051008E-02
-8.00000000000000000E+00,-3.79999999999999982E+00,-1.47840082088944048E-02,-2.05617218100970119E-02,-7.93677535701393655E-02,-2.30800902105171186E-02
-8.00000000000000000E+00,-3.70000000000000018E+00,-1.40943958749340046E-02,-1.97672595843221451E-02,-7.38311363327921327E-02,-2.17482058451968219E-02
-8.00000000000000000E+00,-3.59999999999999964E+00,-1.34233806143562538E-02,-1.89940755347168706E-02,-6.85510572619256048E-02,-2.04647717738872213E-02
-8.00000000000000000E+00,-3.50000000000000000E+00,-1.27750107940788390E-02,-1.82478195951187271E-02,-6.35586988812212456E-02,-1.92362196785508255E-02
-8.00000000000000000E+00,-3.39999999999999991E+00,-1.21535149927956571E-02,-1.75345323455163848E-02,-5.88807231913100679E-02,-1.80689036551247538E-02
-8.00000000000000000E+00,-3.29999999999999982E+00,-1.15631665940423931E-02,-1.68604852302146231E-02,-5.45383498185736323E-02,-1.69688523384963451E-02
-8.00000000000000000E+00,-3.20000000000000018E+00,-1.10081040374393879E-02,-1.62319525114937337E-02,-5.05465437464426778E-02,-1.59414747061728743E-02
-8.00000000000000000E+00,-3.09999999999999964E+00,-1.04921076376477043E-02,-1.56549094251295269E-02,-4.69133542563303571E-02,-1.49912297984132591E-02
-8.00000000000000000E+00,-3.00000000000000000E+00,-1.00183403527704402E-02,-1.51346586001312577E-02,-4.36394416281355446E-02,-1.41212788725650785E-02
-8.00000000000000000E+00,-2.89999999999999991E+00,-9.58906944604490628E-03,-1.46754001091737776E-02,-4.07178274376871832E-02,-1.33331491438502658E-02
-8.00000000000000000E+00,-2.79999999999999982E+00,-9.20539963828741203E-03,-1.42797828004958636E-02,-3.81339193735564727E-02,-1.26264522664952129E-02
-8.00000000000000000E+00,-2.69999999999999973E+00,-8.86706654407071020E-03,-1.39485091529554534E-02,-3.58659068595887573E-02,-1.19987187030344226E-02
-8.00000000000000000E+00,-2.59999999999999964E+00,-8.57235762973536201E-03,-1.36801080539429177E-02,-3.38856934283698064E-02,-1.14454259879233442E-02
-8.00000000000000000E+00,-2.50000000000000000E+00,-8.31822972621763974E-03,-1.34710096367577619E-02,-3.21605502359632797E-02,-1.09602937343512979E-02
-8.00000000000000000E+00,-2.39999999999999991E+00,-8.10064941511245279E-03,-1.33159972141773039E-02,-3.06554998445864174E-02,-1.05358572530058828E-02
-8.00000000000000000E+00,-2.29999999999999982E+00,-7.91509066033859246E-03,-1.32089537565765035E-02,-2.93360464262746347E-02,-1.01642127125061380E-02
-8.00000000000000000E+00,-2.19999999999999973E+00,-7.75704098954957833E-03,-1.31436627413650513E-02,-2.81705510538922642E-02,-9.83772815640949518E-03
-8.00000000000000000E+00,-2.09999999999999964E+00,-7.62237263104133603E-03,-1.31144141000701514E-02,-2.71316717628809073E-02,-9.54953595777456761E-03
-8.00000000000000000E+00,-2.00000000000000000E+00,-7.50752510922068992E-03,-1.31163118061284698E-02,-2.61967699814025096E-02,-9.29375052599664027E-03
-8.00000000000000000E+00,-1.89999999999999991E+00,-7.40953557463467846E-03,-1.31453343537383856E-02,-2.53475900170394459E-02,-9.06547400312574317E-03
-8.00000000000000000E+00,-1.79999999999999982E+00,-7.32598472730371358E-03,-1.31982573612468793E-02,-2.45696069443907435E-02,-8.86068951650600782E-03
-8.00000000000000000E+00,-1.69999999999999973E+00,-7.25491239793780648E-03,-1.32725266778230735E-02,-2.38513185918096705E-02,-8.67611816559398473E-03
-8.00000000000000000E+00,-1.59999999999999964E+00,-7.19473232731020207E-03,-1.33661299929872437E-02,-2.31836123773845847E-02,-8.50908019541987866E-03
-8.00000000000000000E+00,-1.50000000000000000E+00,-7.14415800121024139E-03,-1.34774858132639033E-02,-2.25592455100180646E-02,-8.35737584691335390E-03
-8.00000000000000000E+00,-1.39999999999999991E+00,-7.10214225066457903E-03,-1.36053538340130276E-02,-2.19724348623296616E-02,-8.21918871370608088E-03
-8.00000000000000000E+00,-1.29999999999999982E+00,-7.06782957587595139E-03,-1.37487648285323227E-02,-2.14185388567015959E-02,-8.09300938445853789E-03
-8.00000000000000000E+00,-1.19999999999999973E+00,-7.04051903402020535E-03,-1.39069665300617391E-02,-2.08938120571145504E-02,-7.97757576109588661E-03
-8.00000000000000000E+00,-1.09999999999999964E+00,-7.01963549347760316E-03,-1.40793820257083205E-02,-2.03952157495270493E-02,-7.87182653055861631E-03
-8.00000000000000000E+00,-1.00000000000000000E+00,-7.00470737886281936E-03,-1.42655777525358459E-02,-1.99202712429063372E-02,-7.77486482430409399E-03
-8.00000000000000000E+00,-8.99999999999999467E-01,-6.99534941703357227E-03,-1.44652388266984008E-02,-1.94669457456830980E-02,-7.68592971969005601E-03
-8.00000000000000000E+00,-7.99999999999999822E-01,-6.99124924001684727E-03,-1.46781499946615161E-02,-1.90335631759325323E-02,-7.60437378040436460E-03
-8.00000000000000000E+00,-7.00000000000000178E-01,-6.99215698066351157E-03,-1.49041809401221793E-02,-1.86187341707450514E-02,-7.52964526874692810E-03
-8.00000000000000000E+00,-5.99999999999999645E-01,-6.99787721356876988E-03,-1.51432750216360500E-02,-1.82213009832559447E-02,-7.46127399808110044E-03
-8.00000000000000000E+00,-5.00000000000000000E-01,-7.00826275832651824E-03,-1.53954407755372141E-02,-1.78402940087633959E-02,-7.39886004746498609E-03
-8.00000000000000000E+00,-3.99999999999999467E-01,-7.02320998680901892E-03,-1.56607457172631935E-02,-1.74748974623763972E-02,-7.34206475161983032E-03
-8.00000000000000000E+00,-2.99999999999999822E-01,-7.04265537048911778E-03,-1.59393121291972160E-02,-1.71244223123083739E-02,-7.29060352299034427E-03
-8.00000000000000000E+00,-1.99999999999999289E-01,-7.06657307675072083E-03,-1.62313146482648829E-02,-1.67882850101909419E-02,-7.24424017168908644E-03
-8.00000000000000000E+00,-9.99999999999996447E-02,-7.09497348000986267E-03,-1.65369795725222625E-02,-1.64659908920337938E-02,-7.20278247282666196E-03
-8.00000000000000000E+00, 0.00000000000000000E+00,-7.12790249991616508E-03,-1.68565859012896509E-02,-1.61571213789925179E-02,-7.16607879577620035E-03
-8.00000000000000000E+00, 1.00000000000000533E-01,-7.16544171791624277E-03,-1.71904682151565631E-02,-1.58613243067095670E-02,-7.13401566228079233E-03
-8.00000000000000000E+00, 2.00000000000000178E-01,-7.20770925850828300E-03,-1.75390215965689385E-02,-1.55783068709041284E-02,-7.10651614329999449E-03
-8.00000000000000000E+00, 3.00000000000000711E-01,-7.25486145472674458E-03,-1.79027088951477474E-02,-1.53078308063335344E-02,-7.08353904187521144E-03
-8.00000000000000000E+00, 4.00000000000000355E-01,-7.30709535155878599E-03,-1.82820707607189090E-02,-1.50497095250312300E-02,-7.06507884353466033E-03
-8.00000000000000000E+00, 5.00000000000000000E-01,-7.36465213796511173E-03,-1.86777390092375019E-02,-1.48038070351262704E-02,-7.05116644906755852E-03
-8.00000000000000000E+00, 6.00000000000000533E-01,-7.42782164107739108E-03,-1.90904540617538102E-02,-1.45700385492683760E-02,-7.04187073957564334E-03
-8.00000000000000000E+00, 7.00000000000000178E-01,-7.49694806768416971E-03,-1.95210874168009023E-02,-1.43483727779666111E-02,-7.03730106277312625E-03
-8.00000000000000000E+00, 8.00000000000000711E-01,-7.57243724251958124E-03,-1.99706703983977447E-02,-1.41388359934928268E-02,-7.03761077559639844E-03
-8.00000000000000000E+00, 9.00000000000000355E-01,-7.65476567511684872E-03,-2.04404307880071516E-02,-1.39415180513059594E-02,-7.04300203484596946E-03
-8.00000000000000000E+00, 1.00000000000000000E+00,-7.74449189356186864E-03,-2.09318394296062332E-02,-1.37565806760321912E-02,-7.05373209945050952E-03
-8.00000000000000000E+00, 1.10000000000000053E+00,-7.84227062381961416E-03,-2.14466695351218130E-02,-1.35842684679574940E-02,-7.07012150088229003E-03
